location,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m
"Dubai, UAE",2026-07-31T06:00,35.1,45,1004.4,11.5
"Dubai, UAE",2026-07-31T07:00,34.3,46,1002.9,12.6
"Dubai, UAE",2026-07-31T08:00,35.9,46,1002.9,10.3
"Dubai, UAE",2026-07-31T09:00,36.1,43,1002.3,13.0
"Dubai, UAE",2026-07-31T10:00,39.2,46,1002.3,11.9
"Dubai, UAE",2026-07-31T11:00,38.5,43,1001.0,6.9
"Dubai, UAE",2026-07-31T12:00,40.1,43,1002.8,11.4
"Dubai, UAE",2026-07-31T13:00,40.6,44,1001.9,11.0
"Dubai, UAE",2026-07-31T14:00,40.4,43,1002.8,8.3
"Dubai, UAE",2026-07-31T15:00,41.0,40,1001.4,7.2
"Dubai, UAE",2026-07-31T16:00,41.7,44,1002.6,14.9
"Dubai, UAE",2026-07-31T17:00,40.3,51,1001.7,10.6
"Dubai, UAE",2026-07-31T18:00,39.5,44,1003.0,9.7
"Dubai, UAE",2026-07-31T19:00,40.2,43,1002.3,7.7
"Dubai, UAE",2026-07-31T20:00,38.3,44,1001.3,8.1
"Dubai, UAE",2026-07-31T21:00,38.9,43,1000.3,8.3
"Dubai, UAE",2026-07-31T22:00,35.9,48,1002.7,11.7
"Dubai, UAE",2026-07-31T23:00,34.5,48,1000.9,8.5
"Dubai, UAE",2026-08-01T00:00,33.5,44,1003.3,11.7
"Dubai, UAE",2026-08-01T01:00,34.2,47,1002.9,5.6
"Dubai, UAE",2026-08-01T02:00,33.7,48,1002.8,11.0
"Dubai, UAE",2026-08-01T03:00,32.3,44,1001.1,11.4
"Dubai, UAE",2026-08-01T04:00,33.6,44,1000.8,8.2
"Dubai, UAE",2026-08-01T05:00,33.3,44,1000.3,7.9
"Dubai, UAE",2026-08-01T06:00,34.2,44,1001.9,12.6
"Dubai, UAE",2026-08-01T07:00,34.1,47,1003.2,9.0
"Dubai, UAE",2026-08-01T08:00,35.6,50,1001.6,12.8
"Dubai, UAE",2026-08-01T09:00,37.3,44,1002.6,10.8
"Dubai, UAE",2026-08-01T10:00,38.7,42,1002.0,9.8
"Dubai, UAE",2026-08-01T11:00,39.5,40,1003.2,11.2
"Dubai, UAE",2026-08-01T12:00,38.9,47,1004.7,12.5
"Dubai, UAE",2026-08-01T13:00,41.5,42,1000.0,5.4
"Dubai, UAE",2026-08-01T14:00,41.0,40,1000.9,9.8
"Dubai, UAE",2026-08-01T15:00,41.4,37,1001.5,13.8
"Dubai, UAE",2026-08-01T16:00,40.1,45,1001.4,11.4
"Dubai, UAE",2026-08-01T17:00,41.2,44,1003.1,7.1
"Dubai, UAE",2026-08-01T18:00,40.6,40,1002.3,10.6
"Dubai, UAE",2026-08-01T19:00,39.3,44,1001.0,6.6
"Dubai, UAE",2026-08-01T20:00,38.6,44,1003.4,9.9
"Dubai, UAE",2026-08-01T21:00,36.0,49,1001.6,10.9
"Dubai, UAE",2026-08-01T22:00,35.5,51,1000.9,9.2
"Dubai, UAE",2026-08-01T23:00,35.1,43,1002.4,14.0
"Dubai, UAE",2026-08-02T00:00,33.8,49,998.7,9.9
"Dubai, UAE",2026-08-02T01:00,33.3,46,1003.3,9.2
"Dubai, UAE",2026-08-02T02:00,33.0,47,999.7,7.2
"Dubai, UAE",2026-08-02T03:00,33.7,41,1001.1,9.0
"Dubai, UAE",2026-08-02T04:00,34.4,49,1001.3,13.3
"Dubai, UAE",2026-08-02T05:00,33.0,51,1000.4,12.7
"Dubai, UAE",2026-08-02T06:00,33.9,44,1001.7,10.7
"Dubai, UAE",2026-08-02T07:00,34.7,49,1001.3,11.6
"Dubai, UAE",2026-08-02T08:00,36.3,45,1001.5,10.4
"Dubai, UAE",2026-08-02T09:00,37.4,51,1003.1,12.4
"Dubai, UAE",2026-08-02T10:00,40.2,44,1002.6,11.8
"Dubai, UAE",2026-08-02T11:00,38.3,43,1001.4,11.6
"Dubai, UAE",2026-08-02T12:00,39.7,43,1003.3,12.2
"Dubai, UAE",2026-08-02T13:00,40.4,40,1003.4,11.9
"Dubai, UAE",2026-08-02T14:00,39.7,42,1002.2,11.9
"Dubai, UAE",2026-08-02T15:00,41.6,42,1002.7,10.2
"Dubai, UAE",2026-08-02T16:00,40.4,41,1002.0,9.9
"Dubai, UAE",2026-08-02T17:00,39.1,42,1002.1,9.3
"Dubai, UAE",2026-08-02T18:00,39.7,44,1000.7,5.9
"Dubai, UAE",2026-08-02T19:00,38.8,46,1004.0,12.0
"Dubai, UAE",2026-08-02T20:00,37.0,44,1002.3,10.4
"Dubai, UAE",2026-08-02T21:00,37.4,42,1002.1,11.1
"Dubai, UAE",2026-08-02T22:00,36.5,43,1001.6,3.2
"Dubai, UAE",2026-08-02T23:00,34.6,45,1000.8,10.4
